,case_number,date_occurred,time_occurred,location_desc,date_reported,time_reported,type,disposition
521,2017-00020708,,,,,,DWI/DUI,Arrest
522,2017-00020724,,,,,,Injured/Sick Person,CBE
523,2017-00020769,,,,,,False Report/Statement,Suspended
524,2017-00020814,,,,,,Warrant/Summons Service,Arrest
525,2017-00020946,,,,,,Vandalism,Suspended
526,2017-00020970,,,,,,Emergency Petition,CBE
527,2017-00021007,,,,,,Suspicious Activity,Active/Pending
528,2017-00021025,,,,,,Lost Property,CBE
529,2017-00021073,,,,,,Emergency Petition,CBE
530,2017-00021094,,,,,,Theft,Suspended
531,2017-00021098,,,,,,CDS Violation,CBE
532,2017-00021114,,,,,,Injured/Sick Person,CBE
533,2017-00021119,,,,,,Assist Other Agency,CBE
534,2017-00021121,,,,,,Hate Bias Incident,CBE
535,2017-00021152,,,,,,CDS Violation,Arrest
536,2017-00021197,,,,,,Disorderly Conduct,CBE
537,2017-00021291,,,,,,Assist Other Agency,CBE
538,2017-00021301,,,,,,Vandalism,CBE
539,2017-00021310,,,,,,Theft,Active/Pending
540,2017-00021333,,,,,,CDS Violation,CBE
541,2017-00021383,,,,,,Injured/Sick Person,CBE
542,2017-00021384,,,,,,Suspicious Activity,Suspended
543,2017-00021447,,,,,,Theft,CBE
544,2017-00021449,,,,,,Other Incident,CBE
545,2017-00021452,,,,,,Emergency Petition,CBE
546,2017-00021474,,,,,,Hazardous Condition,CBE
547,2017-00021491,,,,,,Injured/Sick Person,CBE
548,2017-00021516,,,,,,Other Incident (Title IX Related),CBE
549,2017-00021527,,,,,,Injured/Sick Person,CBE
550,2017-00021535,,,,,,Theft,Unfounded
551,2017-00021562,,,,,,Injured/Sick Person,CBE
552,2017-00021581,,,,,,Disorderly Conduct,CBE
553,2017-00021584,,,,,,DWI/DUI,Arrest
554,2017-00021586,,,,,,DWI/DUI,Arrest
555,2017-00021591,,,,,,Assist Other Agency,CBE
556,2017-00021642,,,,,,Theft,Active/Pending
557,2017-00021651,,,,,,Injured/Sick Person,CBE
558,2017-00021667,,,,,,Theft,Active/Pending
559,2017-00021717,,,,,,Theft,Active/Pending
560,2017-00021777,,,,,,Injured/Sick Person,CBE
561,2017-00021785,,,,,,Injured/Sick Person,CBE
562,2017-00021791,,,,,,Injured/Sick Person,CBE
563,2017-00021794,,,,,,DWI/DUI,Arrest
564,2017-00021806,,,,,,Injured/Sick Person,CBE
565,2017-00021843,,,,,,Theft,Suspended
566,2017-00021917,,,,,,Injured/Sick Person,CBE
567,2017-00021969,,,,,,Assist Other Agency,Active/Pending
568,2017-00022019,,,,,,CDS Violation,Arrest
569,2017-00022056,,,,,,Theft,Active/Pending
570,2017-00022060,,,,,,Injured/Sick Person,CBE
571,2017-00022078,,,,,,Other Incident,CBE
572,2017-00022097,,,,,,Assist Other Agency,CBE
573,2017-00022104,,,,,,Injured/Sick Person,CBE
574,2017-00022119,,,,,,Vandalism,Suspended
575,2017-00022126,,,,,,Assist Other Agency,CBE
576,2017-00022139,,,,,,Theft,Suspended
577,2017-00022152,,,,,,Assault,CBE
578,2017-00022155,,,,,,Injured/Sick Person,CBE
579,2017-00022157,,,,,,Injured/Sick Person,CBE
580,2017-00022163,,,,,,Assist Other Agency,CBE
581,2017-00022179,,,,,,Dept Property Damage/Loss,CBE
582,2017-00022191,,,,,,CDS Violation,Active/Pending
583,2017-00022232,,,,,,Theft,CBE
584,2017-00022237,,,,,,Accident - Departmental,CBE
585,2017-00022261,,,,,,CDS Violation,CBE
586,2017-00022278,,,,,,Injured/Sick Person,CBE
587,2017-00022467,,,,,,Theft,Active/Pending
588,2017-00022653,,,,,,Other Incident,CBE
589,2017-00022670,,,,,,Telephone/EMail Misuse,CBE
590,2017-00022686,,,,,,Theft,Active/Pending
591,2017-00022727,,,,,,Injured/Sick Person,CBE
592,2017-00022743,,,,,,Fire,CBE
593,2017-00022745,,,,,,Theft,Unfounded
594,2017-00022823,,,,,,Suspicious Activity,CBE
595,2017-00022897,,,,,,Theft,Active/Pending
596,2017-00022900,,,,,,Theft,Active/Pending
597,2017-00022919,,,,,,DWI/DUI,Arrest
598,2017-00022921,,,,,,Injured/Sick Person,CBE
599,2017-00022925,,,,,,Hate Bias Incident,Active/Pending
600,2017-00022931,,,,,,Injured Officer,CBE
601,2017-00022953,,,,,,Theft,Active/Pending
602,2017-00023007,,,,,,Theft,Suspended
603,2017-00023046,,,,,,Theft,Active/Pending
604,2017-00023064,,,,,,Vandalism,Active/Pending
605,2017-00023072,,,,,,Injured/Sick Person,CBE
606,2017-00023086,,,,,,Threat Assessment,Active/Pending
607,2017-00023091,,,,,,Dept Property Damage/Loss,CBE
608,2017-00023099,,,,,,Theft,Suspended
609,2017-00023134,,,,,,Injured/Sick Person,CBE
610,2017-00023139,,,,,,Emergency Petition,Active/Pending
611,2017-00023149,,,,,,Injured/Sick Person,CBE
612,2017-00023151,,,,,,Injured/Sick Person,CBE
613,2017-00023164,,,,,,Injured/Sick Person,CBE
614,2017-00023195,,,,,,DWI/DUI,Arrest
615,2017-00023280,,,,,,Injured/Sick Person,CBE
616,2017-00023303,,,,,,Injured/Sick Person,CBE
617,2017-00023310,,,,,,Assault,Arrest
618,2017-00023320,,,,,,CDS Violation,CBE
619,2017-00023393,,,,,,Injured/Sick Person,CBE
620,2017-00023534,,,,,,Other Incident,CBE
621,2017-00023548,,,,,,Suspicious Person/Auto,Suspended
622,2017-00023636,,,,,,Theft,Suspended
623,2017-00023666,,,,,,Suspicious Activity,Unfounded
624,2017-00023680,,,,,,Theft,Suspended
625,2017-00023696,,,,,,Emergency Petition,CBE
626,2017-00023698,,,,,,DWI/DUI,Arrest
627,2017-00023708,,,,,,Theft,Arrest
628,2017-00023731,,,,,,Other Incident,CBE
629,2017-00023751,,,,,,Injured/Sick Person,CBE
630,2017-00023768,,,,,,Injured/Sick Person,CBE
631,2017-00023774,,,,,,CDS Violation,CBE
632,2017-00023813,,,,,,Theft,Suspended
633,2017-00023831,,,,,,Theft,Active/Pending
634,2017-00023972,,,,,,Accident - Departmental,CBE
635,2017-00024034,,,,,,Injured/Sick Person,CBE
636,2017-00024042,,,,,,Theft,Active/Pending
637,2017-00024044,,,,,,Theft,Arrest
638,2017-00024052,,,,,,Suspicious Activity,CBE
639,2017-00024053,,,,,,Theft,Warrant Issued
640,2017-00024090,,,,,,Theft,Active/Pending
641,2017-00024197,,,,,,Vandalism,CBE
642,2017-00024212,,,,,,Vandalism,Active/Pending
643,2017-00024292,,,,,,Injured/Sick Person,CBE
644,2017-00024324,,,,,,Injured/Sick Person,CBE
645,2017-00024388,,,,,,Assault,CBE
646,2017-00024389,,,,,,Accident,CBE
647,2017-00024391,,,,,,Robbery,Arrest
648,2017-00024402,,,,,,Injured/Sick Person,CBE
649,2017-00024403,,,,,,Assist Other Agency,CBE
650,2017-00024405,,,,,,Indecent Exposure,Arrest
651,2017-00024440,,,,,,Theft,Suspended
652,2017-00024442,,,,,,Theft,Active/Pending
653,2017-00024446,,,,,,Suspicious Activity,CBE
654,2017-00024447,,,,,,Vandalism (Title IX Related),Suspended
655,2017-00024468,,,,,,Assist Other Agency,CBE
656,2017-00024475,,,,,,Fraud,Arrest
657,2017-00024525,,,,,,Assist Other Agency,CBE
658,2017-00024543,,,,,,CDS Violation,CBE
659,2017-00024589,,,,,,Injured/Sick Person,CBE
660,2017-00024699,,,,,,Damage to State Property,CBE
661,2017-00024829,,,,,,CDS Violation,Arrest
662,2017-00024851,,,,,,Injured/Sick Person,CBE
663,2017-00024860,,,,,,Warrant/Summons Service,Arrest
664,2017-00024867,,,,,,Injured/Sick Person,CBE
665,2017-00024890,,,,,,Injured/Sick Person,CBE
666,2017-00024900,,,,,,DWI/DUI,Arrest
667,2017-00024907,,,,,,Injured/Sick Person,CBE
668,2017-00025032,,,,,,Injured/Sick Person,CBE
669,2017-00025084,,,,,,Other Incident,CBE
670,2017-00025105,,,,,,Assault (Title IX Related),Arrest
671,2017-00025114,,,,,,Injured/Sick Person,CBE
672,2017-00025284,,,,,,Injured/Sick Person,CBE
673,2017-00025286,,,,,,Injured/Sick Person,CBE
674,2017-00025290,,,,,,Assault,CBE
675,2017-00025293,,,,,,Animal Complaint,CBE
676,2017-00025307,,,,,,Theft,Suspended
677,2017-00025399,,,,,,Theft,Suspended
678,2017-00025423,,,,,,Theft,Warrant Issued
679,2017-00025425,,,,,,Theft,Active/Pending
680,2017-00025429,,,,,,Accident - Departmental,CBE
681,2017-00025499,,,,,,Theft,CBE
682,2017-00025500,,,,,,Recovered Stolen Motor Vehicle,Arrest
683,2017-00025577,,,,,,Injured/Sick Person,CBE
684,2017-00025580,,,,,,Injured/Sick Person,CBE
685,2017-00025592,,,,,,Other Incident,Suspended
686,2017-00025596,,,,,,Emergency Petition,CBE
687,2017-00025603,,,,,,Injured/Sick Person,CBE
688,2017-00025617,,,,,,Dept Property Damage/Loss,CBE
689,2017-00025748,,,,,,Theft,CBE
690,2017-00025808,,,,,,Theft,Active/Pending
691,2017-00025822,,,,,,Injured/Sick Person,CBE
692,2017-00025852,,,,,,Suspicious Activity,Suspended
693,2017-00025860,,,,,,Fraud,Suspended
694,2017-00025913,,,,,,CDS Violation,CBE
695,2017-00025919,,,,,,Injured/Sick Person,CBE
696,2017-00026093,,,,,,DWI/DUI,Arrest
697,2017-00026097,,,,,,Hate Bias Incident,CBE
698,2017-00026193,,,,,,Theft,Unfounded
699,2017-00026278,,,,,,Theft,Active/Pending
700,2017-00026288,,,,,,Emergency Petition,CBE
701,2017-00026289,,,,,,Trespassing,CBE
702,2017-00026310,,,,,,Other Incident (Title IX Related),Active/Pending
703,2017-00026317,,,,,,Emergency Petition,CBE
704,2017-00026330,,,,,,Robbery,Arrest
705,2017-00026334,,,,,,Robbery,Arrest
706,2017-00026335,,,,,,DWI/DUI,Arrest
707,2017-00026375,,,,,,Injured/Sick Person,CBE
708,2017-00026377,,,,,,Injured/Sick Person,CBE
709,2017-00026397,,,,,,Death Investigation,CBE
710,2017-00026405,,,,,,Injured/Sick Person,CBE
711,2017-00026468,,,,,,Injured/Sick Person,CBE
712,2017-00026480,,,,,,Theft,Suspended
713,2017-00026482,,,,,,Injured/Sick Person,CBE
714,2017-00026506,,,,,,DWI/DUI,Arrest
715,2017-00026521,,,,,,Injured/Sick Person,CBE
716,2017-00026544,,,,,,Vandalism,Arrest
717,2017-00026565,,,,,,Trespassing,Arrest
718,2017-00026592,,,,,,Emergency Petition,CBE
719,2017-00026608,,,,,,CDS Violation,CBE
720,2017-00026618,,,,,,Injured/Sick Person,CBE
721,2017-00026624,,,,,,Fire,CBE
722,2017-00026723,,,,,,CDS Violation,Arrest
723,2017-00026759,,,,,,Theft,Suspended
724,2017-00026784,,,,,,Theft,Active/Pending
725,2017-00026791,,,,,,Emergency Petition,CBE
726,2017-00026794,,,,,,Theft,Active/Pending
727,2017-00026797,,,,,,Emergency Petition,CBE
728,2017-00026800,,,,,,Stolen Motor Vehicle,Active/Pending
729,2017-00026801,,,,,,Theft,Active/Pending
730,2017-00026804,,,,,,Injured/Sick Person,CBE
731,2017-00026808,,,,,,Theft,Active/Pending
732,2017-00026831,,,,,,Theft,Active/Pending
733,2017-00026849,,,,,,Injured/Sick Person,CBE
734,2017-00026876,,,,,,CDS Violation,CBE
735,2017-00026967,,,,,,Theft,Active/Pending
736,2017-00026977,,,,,,Disorderly Conduct,CBE
737,2017-00027006,,,,,,Theft,Suspended
738,2017-00027009,,,,,,Injured/Sick Person,CBE
739,2017-00027011,,,,,,Assault,CBE
740,2017-00027026,,,,,,Title IX Incident Non Criminal,CBE
741,2017-00027103,,,,,,False Report/Statement,Arrest
742,2017-00027116,,,,,,Injured/Sick Person,CBE
743,2017-00027128,,,,,,Injured/Sick Person,CBE
744,2017-00027171,,,,,,Assault,CBE
745,2017-00027172,,,,,,Assault,CBE
746,2017-00027179,,,,,,Hazardous Condition,CBE
747,2017-00027190,,,,,,Theft,Active/Pending
748,2017-00027398,,,,,,Emergency Petition,CBE
749,2017-00027399,,,,,,CDS Violation,CBE
750,2017-00027422,,,,,,Other Incident,CBE
751,2017-00027468,,,,,,Sex Offense (Title IX Related),Suspended
752,2017-00027473,,,,,,Theft,CBE
753,2017-00027481,,,,,,Assist Other Agency,Active/Pending
754,2017-00027510,,,,,,Injured/Sick Person,CBE
755,2017-00027544,,,,,,Theft,Summons Issued
756,2017-00027554,,,,,,Injured/Sick Person,CBE
757,2017-00027566,,,,,,Injured/Sick Person,CBE
758,2017-00027603,,,,,,Assist Other Agency,CBE
759,2017-00027794,,,,,,Found/Recovered Property,CBE
760,2017-00027823,,,,,,Injured/Sick Person,CBE
761,2017-00027832,,,,,,Check on the Welfare (Title IX Related),CBE
762,2017-00028012,,,,,,CDS Violation,Arrest
763,2017-00028073,,,,,,Assist Other Agency,CBE
764,2017-00028074,,,,,,CDS Violation,Arrest
765,2017-00028078,,,,,,Other Incident (Title IX Related),CBE
766,2017-00028111,,,,,,Vehicle Tampering,Active/Pending
767,2017-00028154,,,,,,Fraud,CBE
768,2017-00028157,,,,,,Theft,Suspended
769,2017-00028173,,,,,,Accident - Departmental,CBE
770,2017-00028237,,,,,,Assist Other Agency,CBE
771,2017-00028321,,,,,,Theft,Active/Pending
772,2017-00028322,,,,,,Vehicle Tampering,Active/Pending
773,2017-00028325,,,,,,Fraud,Active/Pending
774,2017-00028367,,,,,,Theft,Suspended
775,2017-00028372,,,,,,Vehicle Tampering,Suspended
776,2017-00028564,,,,,,Warrant/Summons Service,Arrest
777,2017-00028566,,,,,,Fire,CBE
778,2017-00028577,,,,,,Theft from Auto,Suspended
779,2017-00028591,,,,,,Other Incident,CBE
780,2017-00028672,,,,,,Assault,Active/Pending
781,2017-00028691,,,,,,Injured/Sick Person,CBE
782,2017-00028715,,,,,,CDS Violation,CBE
783,2017-00028780,,,,,,Emergency Petition,CBE
784,2017-00028799,,,,,,Theft,Active/Pending
785,2017-00028817,,,,,,Injured/Sick Person,CBE
786,2017-00028941,,,,,,Emergency Petition,CBE
787,2017-00028970,,,,,,Hazardous Condition,CBE
788,2017-00028983,,,,,,Theft,Active/Pending
789,2017-00028990,,,,,,Theft,Unfounded
790,2017-00029018,,,,,,Burglary,Active/Pending
791,2017-00029019,,,,,,Theft,Active/Pending
792,2017-00029023,,,,,,Theft,Active/Pending
793,2017-00029089,,,,,,Assist Fire Department,CBE
794,2017-00029092,,,,,,Injured/Sick Person,CBE
795,2017-00029154,,,,,,Theft,Suspended
796,2017-00029286,,,,,,Assist Other Agency,CBE
797,2017-00029295,,,,,,Trespassing,Arrest
798,2017-00029423,,,,,,Theft,Active/Pending
799,2017-00029477,,,,,,Vandalism,Suspended
800,2017-00029504,,,,,,Theft,Suspended
801,2017-00029519,,,,,,Injured/Sick Person,Active/Pending
802,2017-00029524,,,,,,Assist Other Agency,CBE
803,2017-00029529,,,,,,Injured/Sick Person,CBE
804,2017-00029531,,,,,,Suspicious Activity (Title IX Related),Suspended
805,2017-00029561,,,,,,Other Incident,Active/Pending
806,2017-00029572,,,,,,Assist Other Agency,CBE
807,2017-00029573,,,,,,Theft from Auto,Active/Pending
808,2017-00029574,,,,,,Injured/Sick Person,CBE
809,2017-00029591,,,,,,Vandalism,Suspended
810,2017-00029606,,,,,,Injured/Sick Person,CBE
811,2017-00029610,,,,,,Injured/Sick Person,CBE
812,2017-00029687,,,,,,Check on the Welfare,CBE
813,2017-00029717,,,,,,Other Incident,CBE
814,2017-00029733,,,,,,Assault,Arrest
815,2017-00029865,,,,,,Theft,Active/Pending
816,2017-00029866,,,,,,Assault,CBE
817,2017-00029913,,,,,,Theft,Active/Pending
818,2017-00029934,,,,,,Recovered Stolen Property,CBE
819,2017-00030005,,,,,,Injured/Sick Person,CBE
820,2017-00030039,,,,,,Theft,Active/Pending
821,2017-00030073,,,,,,Fire,CBE
822,2017-00030147,,,,,,Injured/Sick Person,CBE
823,2017-00030247,,,,,,Injured/Sick Person,CBE
824,2017-00030268,,,,,,Assault,CBE
825,2017-00030380,,,,,,Other Incident (Title IX Related),Active/Pending
826,2017-00030393,,,,,,Stolen Motor Vehicle,Active/Pending
827,2017-00030429,,,,,,CDS Violation,CBE
828,2017-00030484,,,,,,Theft,Suspended
829,2017-00030507,,,,,,CDS Violation,CBE
830,2017-00030522,,,,,,DWI/DUI,Arrest
831,2017-00030531,,,,,,Title IX Incident Non Criminal,CBE
832,2017-00030535,,,,,,DWI/DUI,Active/Pending
833,2017-00030552,,,,,,Suspicious Person/Auto,CBE
834,2017-00030568,,,,,,Burglary,Active/Pending
835,2017-00030592,,,,,,Fraud,Active/Pending
836,2017-00030690,,,,,,Theft,Active/Pending
837,2017-00030744,,,,,,Check on the Welfare,CBE
838,2017-00030745,,,,,,Assist Other Agency,CBE
839,2017-00030746,,,,,,Injured/Sick Person,CBE
840,2017-00030747,,,,,,DWI/DUI,Active/Pending
841,2017-00030778,,,,,,DWI/DUI,Active/Pending
842,2017-00030813,,,,,,Assist Other Agency,CBE
843,2017-00030814,,,,,,Theft,Suspended
844,2017-00030816,,,,,,Theft,Suspended
845,2017-00030820,,,,,,Theft,Suspended
846,2017-00031002,,,,,,Injured/Sick Person,CBE
847,2017-00031023,,,,,,CDS Violation,Arrest
848,2017-00031027,,,,,,Homicide,Arrest
849,2017-00031028,,,,,,Damage to State Property,CBE
850,2017-00031054,,,,,,Found/Recovered Property,CBE
851,2017-00031073,,,,,,Injured/Sick Person,CBE
852,2017-00031179,,,,,,DWI/DUI,Active/Pending
853,2017-00031181,,,,,,Assist Other Agency,CBE
854,2017-00031239,,,,,,Theft,Suspended
855,2017-00031247,,,,,,Assist Other Agency,CBE
856,2017-00031251,,,,,,Damage to State Property,CBE
857,2017-00031262,,,,,,Vandalism,Suspended
858,2017-00031263,,,,,,Injured/Sick Person,CBE
859,2017-00031267,,,,,,Theft,Active/Pending
860,2017-00031374,,,,,,Weapon Violation,Arrest
861,2017-00031380,,,,,,DWI/DUI,Active/Pending
862,2017-00031391,,,,,,Injured/Sick Person,CBE
863,2017-00031402,,,,,,Telephone/EMail Misuse,CBE
864,2017-00031439,,,,,,Theft,Active/Pending
865,2017-00031466,,,,,,Theft,Arrest
866,2017-00031670,,,,,,Recovered Stolen Motor Vehicle,Arrest
867,2017-00031822,,,,,,Assist Other Agency,CBE
868,2017-00031850,,,,,,Assist Other Agency,CBE
869,2017-00031878,,,,,,Other Incident,Active/Pending
870,2017-00031912,,,,,,Theft,Suspended
871,2017-00031926,,,,,,Theft,Suspended
872,2017-00032162,,,,,,Telephone/EMail Misuse,Active/Pending
873,2017-00032167,,,,,,Warrant/Summons Service,Arrest
874,2017-00032198,,,,,,Warrant/Summons Service,Arrest
875,2017-00032255,,,,,,Suspicious Person/Auto,CBE
876,2017-00032304,,,,,,Fraud,CBE
877,2017-00032320,,,,,,Lost Property,CBE
878,2017-00032322,,,,,,Other Incident,CBE
879,2017-00032506,,,,,,CDS Violation,Arrest
880,2017-00032543,,,,,,DWI/DUI,Arrest
881,2017-00032545,,,,,,DWI/DUI,Arrest
882,2017-00032743,,,,,,CDS Violation,Arrest
883,2017-00032869,,,,,,Recovered Stolen Motor Vehicle,Arrest
884,2017-00032918,,,,,,DWI/DUI,Arrest
885,2017-00033212,,,,,,Injured/Sick Person,CBE
886,2017-00033217,,,,,,Theft,CBE
887,2017-00033289,,,,,,Recovered Stolen Motor Vehicle,Arrest
888,2017-00033308,,,,,,CDS Violation,Arrest
889,2017-00033350,,,,,,Other Incident,CBE
890,2017-00033356,,,,,,Warrant/Summons Service,Arrest
891,2017-00033383,,,,,,Theft from Auto,Active/Pending
892,2017-00033555,,,,,,Check on the Welfare,CBE
893,2017-00033597,,,,,,Theft,Suspended
894,2017-00033626,,,,,,Trespassing,Active/Pending
895,2017-00033628,,,,,,Disorderly Conduct,CBE
896,2017-00033655,,,,,,Warrant/Summons Service,Arrest
897,2017-00033659,,,,,,Other Incident,CBE
898,2017-00033661,,,,,,Other Incident,CBE
899,2017-00033698,,,,,,Trespassing,CBE
900,2017-00033906,,,,,,Injured/Sick Person,CBE
901,2017-00033908,,,,,,Assist Other Agency,Active/Pending
902,2017-00034072,,,,,,Assist Other Agency,CBE
903,2017-00034110,,,,,,CDS Violation,Arrest
904,2017-00034145,,,,,,DWI/DUI,Arrest
905,2017-00034146,,,,,,Assist Other Agency,CBE
906,2017-00034178,,,,,,Other Incident,Active/Pending
907,2017-00034339,,,,,,Theft from Auto,CBE
908,2017-00034379,,,,,,DWI/DUI,Arrest
909,2017-00034431,,,,,,Assist Other Agency,CBE
910,2017-00034564,,,,,,Emergency Petition,CBE
911,2017-00034623,,,,,,Weapon Violation,Arrest
912,2017-00034650,,,,,,Hate Bias Incident,Active/Pending
913,2017-00034653,,,,,,Recovered Stolen Property,Arrest
914,2017-00034668,,,,,,CDS Violation,Arrest
915,2017-00034906,,,,,,Fraud,Arrest
916,2017-00034940,,,,,,Theft,Active/Pending
917,2017-00034964,,,,,,Assault,Suspended
918,2017-00034968,,,,,,DWI/DUI,Arrest
919,2017-00034969,,,,,,Fraud,Suspended
920,2017-00035127,,,,,,Injured/Sick Person,CBE
921,2017-00035129,,,,,,Theft,Suspended
922,2017-00035144,,,,,,Hate Bias Incident,Active/Pending
923,2017-00035155,,,,,,Theft,Active/Pending
924,2017-00035175,,,,,,Assist Other Agency,CBE
925,2017-00035186,,,,,,Other Incident,CBE
926,2017-00035464,,,,,,Trespassing,CBE
927,2017-00035470,,,,,,Injured/Sick Person,CBE
928,2017-00035833,,,,,,Assist Other Agency,CBE
929,2017-00035838,,,,,,DWI/DUI,Arrest
930,2017-00035848,,,,,,DWI/DUI,Arrest
931,2017-00035869,,,,,,Other Incident,CBE
932,2017-00036071,,,,,,CDS Violation,Arrest
933,2017-00036099,,,,,,CDS Violation,Arrest
934,2017-00036142,,,,,,Injured Officer,CBE
935,2017-00036267,,,,,,CDS Violation,Arrest
936,2017-00036375,,,,,,Injured/Sick Person,CBE
937,2017-00036381,,,,,,Injured/Sick Person,CBE
938,2017-00036475,,,,,,Injured/Sick Person,CBE
939,2017-00036541,,,,,,CDS Violation,Arrest
940,2017-00036567,,,,,,DWI/DUI,Arrest
941,2017-00036742,,,,,,Theft,Suspended
942,2017-00036750,,,,,,Hate Bias Incident,Active/Pending
943,2017-00036860,,,,,,CDS Violation,Arrest
944,2017-00036933,,,,,,Check on the Welfare,CBE
945,2017-00036936,,,,,,Fraud,CBE
946,2017-00036984,,,,,,Suspicious Activity,CBE
947,2017-00036991,,,,,,Assist Other Agency,CBE
948,2017-00036992,,,,,,Accident - Departmental,CBE
949,2017-00037017,,,,,,Injured/Sick Person,CBE
950,2017-00037094,,,,,,Disorderly Conduct,Arrest
951,2017-00037095,,,,,,Assist Other Agency,CBE
952,2017-00037146,,,,,,CDS Violation,Arrest
953,2017-00037239,,,,,,Indecent Exposure,Arrest
954,2017-00037251,,,,,,Damage to State Property,Active/Pending
955,2017-00037431,,,,,,CDS Violation,Arrest
956,2017-00037457,,,,,,CDS Violation,Arrest
957,2017-00037465,,,,,,CDS Violation,Arrest
958,2017-00037597,,,,,,Theft,Active/Pending
959,2017-00037603,,,,,,Injured/Sick Person,CBE
960,2017-00037606,,,,,,Damage to State Property,Suspended
961,2017-00037762,,,,,,DWI/DUI,Arrest
962,2017-00037791,,,,,,Injured/Sick Person,CBE
963,2017-00037826,,,,,,Damage to State Property,CBE
964,2017-00037987,,,,,,Damage to State Property,Active/Pending
965,2017-00038020,,,,,,DWI/DUI,Arrest
966,2017-00038399,,,,,,Injured/Sick Person,CBE
967,2017-00038418,,,,,,Vandalism,Active/Pending
968,2017-00038639,,,,,,Injured/Sick Person,CBE
969,2017-00038733,,,,,,Assist Other Agency (Title IX Related),CBE
970,2017-00038784,,,,,,CDS Violation,Arrest
971,2017-00038854,,,,,,Injured/Sick Person,CBE
972,2017-00038874,,,,,,CDS Violation,Arrest
973,2017-00038930,,,,,,Recovered Stolen Property,Juvenile Arrest
974,2017-00038948,,,,,,Injured/Sick Person,CBE
975,2017-00038954,,,,,,Emergency Petition,CBE
976,2017-00038955,,,,,,CDS Violation,CBE
977,2017-00039190,,,,,,Assist Other Agency,CBE
978,2017-00039261,,,,,,CDS Violation,Arrest
979,2017-00039275,,,,,,Vandalism,Active/Pending
980,2017-00039280,,,,,,CDS Violation,Arrest
981,2017-00039303,,,,,,DWI/DUI,Arrest
982,2017-00039356,,,,,,Theft,CBE
983,2017-00039357,,,,,,Injured/Sick Person,CBE
984,2017-00039432,,,,,,CDS Violation,Arrest
985,2017-00039450,,,,,,CDS Violation,Arrest
986,2017-00039495,,,,,,Alcohol Violation,Arrest
987,2017-00039506,,,,,,Title IX Incident Non Criminal,CBE
988,2017-00039652,,,,,,Vehicle Tampering,Active/Pending
