row_number,case_number,date_occurred,time_occurred,location_desc,date_reported,time_reported,type,disposition
517,2018-00025410,,,,,,Injured/Sick Person,CBE
518,2018-00025411,,,,,,Trespassing,CBE
519,2018-00025463,,,,,,Injured/Sick Person,CBE
520,2018-00025495,,,,,,Vandalism,Investigation Pending
521,2018-00025504,,,,,,Hate Bias Incident,CBE
522,2018-00025592,,,,,,Assist Other Agency,CBE
523,2018-00025621,,,,,,CDS Violation,CBE
524,2018-00025667,,,,,,Vandalism,Active/Pending
525,2018-00025698,,,,,,Theft,Investigation Pending
526,2018-00025718,,,,,,Assault,Arrest
527,2018-00025731,,,,,,Injured/Sick Person,CBE
528,2018-00025738,,,,,,Theft,Investigation Pending
529,2018-00025854,,,,,,DWI/DUI,Arrest
530,2018-00025874,,,,,,Vandalism,CBE
531,2018-00025892,,,,,,Trespassing,CBE
532,2018-00025905,,,,,,Accident,CBE
533,2018-00025907,,,,,,Injured/Sick Person,CBE
534,2018-00025908,,,,,,Injured/Sick Person,CBE
535,2018-00025922,,,,,,Suspicious Activity,CBE
536,2018-00025952,,,,,,Assault,CBE
537,2018-00025953,,,,,,Injured/Sick Person,CBE
538,2018-00025975,,,,,,CDS Violation,CBE
539,2018-00026071,,,,,,Juvenile Offense,Juvenile Arrest
540,2018-00026075,,,,,,Other Incident (Title IX Related),CBE
541,2018-00026120,,,,,,Assist Other Agency,CBE
542,2018-00026139,,,,,,CDS Violation,Arrest
543,2018-00026142,,,,,,Domestic (Title IX Related),CBE
544,2018-00026205,,,,,,Threat Assessment,CBE
545,2018-00026341,,,,,,Trespassing,CBE
546,2018-00026359,,,,,,Harassment/Stalking,CBE
547,2018-00026372,,,,,,Injured/Sick Person,CBE
548,2018-00026385,,,,,,Burglary,Arrest
549,2018-00026492,,,,,,Injured/Sick Person,CBE
550,2018-00026560,,,,,,Trespassing,Arrest
551,2018-00026561,,,,,,Accident,CBE
552,2018-00026573,,,,,,Fraud,Investigation Pending
553,2018-00026588,,,,,,Theft,Summons Issued
554,2018-00026601,,,,,,Other Incident,CBE
555,2018-00026606,,,,,,Trespassing,CBE
556,2018-00026639,,,,,,Theft,Unfounded
557,2018-00026713,,,,,,Emergency Petition,CBE
558,2018-00026714,,,,,,Other Incident,Unfounded
559,2018-00026781,,,,,,Injured/Sick Person,CBE
560,2018-00026908,,,,,,Theft,Active/Pending
561,2018-00026991,,,,,,Injured/Sick Person,CBE
562,2018-00027029,,,,,,DWI/DUI,Arrest
563,2018-00027055,,,,,,Injured/Sick Person,CBE
564,2018-00027094,,,,,,CDS Violation,Arrest
565,2018-00027111,,,,,,Assist Other Agency,CBE
566,2018-00027222,,,,,,Assault,CBE
567,2018-00027224,,,,,,Damage to State Property,Active/Pending
568,2018-00027351,,,,,,Injured/Sick Person,CBE
569,2018-00027363,,,,,,Injured/Sick Person,CBE
570,2018-00027570,,,,,,Emergency Petition,CBE
571,2018-00027617,,,,,,Injured/Sick Person,CBE
572,2018-00027653,,,,,,Injured/Sick Person,CBE
573,2018-00027696,,,,,,Stolen Motor Vehicle,Arrest
574,2018-00027754,,,,,,Theft,Active/Pending
575,2018-00027765,,,,,,Suspicious Person/Auto,CBE
576,2018-00027849,,,,,,Injured/Sick Person,CBE
577,2018-00027947,,,,,,Dept Property Damage/Loss,CBE
578,2018-00028127,,,,,,Injured/Sick Person,CBE
579,2018-00028130,,,,,,Vandalism,Active/Pending
580,2018-00028133,,,,,,Other Service Call,CBE
581,2018-00028209,,,,,,Theft,Active/Pending
582,2018-00028345,,,,,,Stolen Motor Vehicle,Investigation Pending
583,2018-00028348,,,,,,Injured/Sick Person,CBE
584,2018-00028355,,,,,,DWI/DUI,Arrest
585,2018-00028595,,,,,,DWI/DUI,Arrest
586,2018-00028598,,,,,,Noise Complaint,
587,2018-00028808,,,,,,Emergency Petition,CBE
588,2018-00028952,,,,,,Fraud (Title IX Related),Investigation Pending
589,2018-00029006,,,,,,Injured/Sick Person,CBE
590,2018-00029039,,,,,,Injured/Sick Person,CBE
591,2018-00029046,,,,,,Lost Property,CBE
592,2018-00029095,,,,,,Dept Property Damage/Loss,CBE
593,2018-00029099,,,,,,Injured/Sick Person,CBE
594,2018-00029190,,,,,,Dept Property Damage/Loss,CBE
595,2018-00029286,,,,,,Vandalism,Active/Pending
596,2018-00029291,,,,,,Theft from Auto,Active/Pending
597,2018-00029369,,,,,,CDS Violation,Arrest
598,2018-00029378,,,,,,Stolen Motor Vehicle,Warrant Issued
599,2018-00029431,,,,,,Stolen Motor Vehicle,Warrant Issued
600,2018-00029432,,,,,,Emergency Petition,CBE
601,2018-00029434,,,,,,Other Incident,CBE
602,2018-00029452,,,,,,Title IX Incident Non Criminal,CBE
603,2018-00029517,,,,,,CDS Violation,CBE
604,2018-00029558,,,,,,Stolen Motor Vehicle,Arrest
605,2018-00029577,,,,,,Injured/Sick Person,CBE
606,2018-00029672,,,,,,Emergency Petition,CBE
607,2018-00029673,,,,,,CDS Violation,Arrest
608,2018-00029684,,,,,,Trespassing,CBE
609,2018-00029728,,,,,,Other Incident,Active/Pending
610,2018-00029739,,,,,,Injured/Sick Person,CBE
611,2018-00030037,,,,,,Emergency Petition,CBE
612,2018-00030275,,,,,,Theft,Active/Pending
613,2018-00030276,,,,,,Theft,Investigation Pending
614,2018-00030345,,,,,,DWI/DUI,Arrest
615,2018-00030356,,,,,,Injured/Sick Person,CBE
616,2018-00030460,,,,,,Warrant/Summons Service,Arrest
617,2018-00030478,,,,,,Theft,Investigation Pending
618,2018-00030636,,,,,,Theft,Investigation Pending
619,2018-00030645,,,,,,CDS Violation,Arrest
620,2018-00030658,,,,,,Damage to State Property,CBE
621,2018-00030662,,,,,,Accident - Departmental,CBE
622,2018-00030696,,,,,,Injured/Sick Person,CBE
623,2018-00030782,,,,,,DWI/DUI,Arrest
624,2018-00030805,,,,,,DWI/DUI,Arrest
625,2018-00030869,,,,,,Theft,Investigation Pending
626,2018-00030914,,,,,,Injured/Sick Person,CBE
627,2018-00030973,,,,,,Injured/Sick Person,CBE
628,2018-00031089,,,,,,Other Incident,CBE
629,2018-00031105,,,,,,Injured/Sick Person,CBE
630,2018-00031112,,,,,,Accident - Departmental,CBE
631,2018-00031152,,,,,,Injured/Sick Person,CBE
632,2018-00031198,,,,,,Other Incident,CBE
633,2018-00031247,,,,,,Weapon Violation,Summons Issued
634,2018-00031415,,,,,,Assist Other Agency,CBE
635,2018-00031478,,,,,,Trespassing,Arrest
636,2018-00031555,,,,,,Other Service Call,CBE
637,2018-00031563,,,,,,Injured Officer,CBE
638,2018-00031668,,,,,,Fraud,CBE
639,2018-00031684,,,,,,DWI/DUI,Arrest
640,2018-00031739,,,,,,DWI/DUI,Arrest
641,2018-00031804,,,,,,Accident - Departmental,CBE
642,2018-00031954,,,,,,DWI/DUI,Arrest
643,2018-00032009,,,,,,Dept Property Damage/Loss,CBE
644,2018-00032027,,,,,,Other Incident,Active/Pending
645,2018-00032201,,,,,,DWI/DUI,Arrest
646,2018-00032251,,,,,,Theft,Investigation Pending
647,2018-00032450,,,,,,DWI/DUI,Arrest
648,2018-00032464,,,,,,DWI/DUI,Arrest
649,2018-00032750,,,,,,Assist Other Agency,CBE
650,2018-00032928,,,,,,Lost Property,Active/Pending
651,2018-00032960,,,,,,Lost Property,CBE
652,2018-00032984,,,,,,Injured/Sick Person,CBE
653,2018-00033227,,,,,,Assist Other Agency,Active/Pending
654,2018-00033283,,,,,,Injured/Sick Person,CBE
655,2018-00033316,,,,,,Theft,Active/Pending
656,2018-00033538,,,,,,Dept Property Damage/Loss,Active/Pending
657,2018-00033572,,,,,,Injured/Sick Person,CBE
658,2018-00033578,,,,,,Injured/Sick Person,CBE
659,2018-00033581,,,,,,Accident - Departmental,CBE
660,2018-00033735,,,,,,Accident,CBE
661,2018-00033740,,,,,,Hate Bias Incident,Arrest
662,2018-00033785,,,,,,Other Incident,CBE
663,2018-00033897,,,,,,Assist Other Agency (Title IX Related),CBE
664,2018-00033977,,,,,,Theft,Unfounded
665,2018-00034134,,,,,,Recovered Stolen Property,Arrest
666,2018-00034159,,,,,,Fire,CBE
667,2018-00034247,,,,,,CDS Violation,Arrest
668,2018-00034362,,,,,,Injured/Sick Person,CBE
669,2018-00034377,,,,,,Injured/Sick Person,CBE
670,2018-00034532,,,,,,Hate Bias Incident,Investigation Pending
671,2018-00034701,,,,,,Title IX Incident Non Criminal,CBE
672,2018-00034798,,,,,,Other Incident,CBE
673,2018-00034832,,,,,,Injured/Sick Person,CBE
674,2018-00034873,,,,,,Emergency Petition,CBE
675,2018-00034948,,,,,,Other Incident,Unfounded
676,2018-00034950,,,,,,Theft,Active/Pending
677,2018-00035148,,,,,,Domestic (Title IX Related),CBE
678,2018-00035149,,,,,,Theft,CBE
679,2018-00035150,,,,,,CDS Violation,Juvenile Arrest
680,2018-00035161,,,,,,Warrant/Summons Service,Arrest
681,2018-00035209,,,,,,Theft,CBE
682,2018-00035217,,,,,,DWI/DUI,Arrest
683,2018-00035264,,,,,,Vandalism,Investigation Pending
684,2018-00035577,,,,,,Injured/Sick Person,CBE
685,2018-00035603,,,,,,Theft,Investigation Pending
686,2018-00035632,,,,,,Accident - Departmental,CBE
687,2018-00035656,,,,,,Assist Other Agency,CBE
688,2018-00035673,,,,,,Injured/Sick Person,CBE
689,2018-00035792,,,,,,Accident - Departmental,CBE
690,2018-00035814,,,,,,Injured Officer,CBE
691,2018-00035840,,,,,,CDS Violation,Arrest
692,2018-00036146,,,,,,Accident,CBE
693,2018-00036204,,,,,,Pornography/Obscene Material,Arrest
694,2018-00036369,,,,,,Other Incident,Unfounded
695,2018-00036376,,,,,,Injured/Sick Person,CBE
696,2018-00036394,,,,,,Disorderly Conduct,CBE
697,2018-00036401,,,,,,Injured/Sick Person,CBE
698,2018-00036402,,,,,,DWI/DUI,Arrest
699,2018-00036768,,,,,,Burglary,Investigation Pending
700,2018-00036911,,,,,,Theft,Arrest
701,2018-00037048,,,,,,Injured/Sick Person,CBE
702,2018-00037218,,,,,,CDS Violation,Arrest
703,2018-00037271,,,,,,Suspicious Activity (Title IX Related),Investigation Pending
704,2018-00037353,,,,,,CDS Violation,Arrest
705,2018-00037412,,,,,,DWI/DUI,Arrest
706,2018-00037425,,,,,,Theft,Investigation Pending
707,2018-00037433,,,,,,Damaged Property,CBE
708,2018-00037532,,,,,,Injured Officer,CBE
709,2018-00037770,,,,,,DWI/DUI,Arrest
710,2018-00038128,,,,,,Injured/Sick Person,CBE
711,2018-00038190,,,,,,Theft,CBE
712,2018-00038245,,,,,,Assist Other Agency,CBE
713,2018-00038271,,,,,,Harassment/Stalking,Investigation Pending
714,2018-00038371,,,,,,Fraud,CBE
715,2018-00038446,,,,,,Injured/Sick Person,CBE
716,2018-00038561,,,,,,DWI/DUI,Arrest
717,2018-00038669,,,,,,Other Incident,CBE
718,2018-00038708,,,,,,Found/Recovered Property,CBE
719,2018-00038830,,,,,,Accident - Departmental,CBE
720,2018-00038860,,,,,,Injured/Sick Person,CBE
721,2018-00038870,,,,,,Emergency Petition,CBE
722,2018-00038936,,,,,,Injured/Sick Person,CBE
723,2018-00038942,,,,,,DWI/DUI,Arrest
724,2018-00038970,,,,,,Injured/Sick Person,CBE
725,2018-00038987,,,,,,Dept Property Damage/Loss,CBE
726,2018-00039052,,,,,,Injured/Sick Person,CBE
727,2018-00039093,,,,,,Accident - Departmental,CBE
728,2018-00039108,,,,,,Injured/Sick Person,CBE
729,2018-00039262,,,,,,CDS Violation,Arrest
730,2018-00039505,,,,,,Other Incident,CBE
731,2018-00039518,,,,,,Theft,Arrest
732,2018-00039527,,,,,,Fraud,Investigation Pending
733,2018-00039653,,,,,,DWI/DUI,Arrest
734,2018-00039702,,,,,,Theft,Investigation Pending
735,2018-00039927,,,,,,Stolen Motor Vehicle,Investigation Pending
736,2018-00039982,,,,,,CDS Violation,Arrest
737,2018-00039988,,,,,,DWI/DUI,Arrest
738,2018-00040014,,,,,,DWI/DUI,Arrest
739,2018-00040096,,,,,,CDS Violation,Arrest
740,2018-00040107,,,,,,Injured/Sick Person,CBE
741,2018-00040146,,,,,,CDS Violation,Arrest
742,2018-00040228,,,,,,DWI/DUI,Arrest
743,2018-00040244,,,,,,Stolen Motor Vehicle,Arrest
744,2018-00040366,,,,,,Other Incident,CBE
745,2018-00040373,,,,,,Injured/Sick Person,CBE
746,2018-00040399,,,,,,DWI/DUI,Arrest
747,2018-00040407,,,,,,DWI/DUI,Arrest
748,2018-00040421,,,,,,DWI/DUI,Arrest
749,2018-00040426,,,,,,DWI/DUI,Arrest
750,2018-00040428,,,,,,CDS Violation,Arrest
751,2018-00040597,,,,,,CDS Violation,Arrest
752,2018-00040609,,,,,,CDS Violation,CBE
753,2018-00040704,,,,,,Vandalism,CBE
754,2018-00040803,,,,,,Injured/Sick Person,CBE
755,2018-00040809,,,,,,Assist Other Agency,CBE
756,2018-00040822,,,,,,DWI/DUI,Juvenile Arrest
757,2018-00040894,,,,,,Theft,Arrest
758,2018-00040896,,,,,,Stolen Motor Vehicle,Investigation Pending
759,2018-00040898,,,,,,Emergency Petition,CBE
760,2018-00040908,,,,,,Injured/Sick Person,CBE
761,2018-00040909,,,,,,Stolen Motor Vehicle,Investigation Pending
762,2018-00040950,,,,,,Injured/Sick Person,CBE
763,2018-00040965,,,,,,Assist Other Agency (Title IX Related),CBE
764,2018-00041014,,,,,,Trespassing,CBE
765,2018-00041076,,,,,,Theft,Investigation Pending
766,2018-00041178,,,,,,Injured/Sick Person,CBE
767,2018-00041179,,,,,,CDS Violation,CBE
768,2018-00041244,,,,,,Injured/Sick Person,CBE
769,2018-00041295,,,,,,Fraud,Active/Pending
770,2018-00041321,,,,,,Warrant/Summons Service,CBE
771,2018-00041366,,,,,,CDS Violation,Arrest
772,2018-00041395,,,,,,Suspicious Person/Auto,CBE
773,2018-00041442,,,,,,Recovered Stolen Motor Vehicle,CBE
774,2018-00041508,,,,,,CDS Violation,CBE
775,2018-00041536,,,,,,Theft,Active/Pending
776,2018-00041717,,,,,,Injured/Sick Person,CBE
777,2018-00041752,,,,,,Injured/Sick Person,CBE
778,2018-00041996,,,,,,Dept Property Damage/Loss,CBE
779,2018-00042061,,,,,,Other Service Call,CBE
780,2018-00042275,,,,,,Accident - Departmental,CBE
781,2018-00042301,,,,,,Recovered Stolen Property,CBE
782,2018-00042302,,,,,,Injured/Sick Person,CBE
783,2018-00042317,,,,,,Theft,Investigation Pending
784,2018-00042321,,,,,,Theft,Active/Pending
785,2018-00042344,,,,,,Traffic Offense,CBE
786,2018-00042493,,,,,,Theft,Active/Pending
787,2018-00042519,,,,,,Injured/Sick Person,CBE
788,2018-00042526,,,,,,Dept Property Damage/Loss,CBE
789,2018-00042585,,,,,,Domestic (Title IX Related),CBE
790,2018-00042636,,,,,,DWI/DUI,Arrest
791,2018-00042671,,,,,,CDS Violation,Arrest
792,2018-00042682,,,,,,Trespassing,Arrest
793,2018-00042852,,,,,,Theft,Investigation Pending
794,2018-00042874,,,,,,Other Incident,Investigation Pending
795,2018-00043006,,,,,,CDS Violation,Arrest
796,2018-00043022,,,,,,DWI/DUI,Arrest
797,2018-00043279,,,,,,Vandalism,Investigation Pending
798,2018-00043422,,,,,,Warrant/Summons Service,Arrest
799,2018-00043470,,,,,,Title IX Incident Non Criminal,CBE
800,2018-00043482,,,,,,Other Incident,Arrest
801,2018-00043510,,,,,,CDS Violation,Arrest
802,2018-00043750,,,,,,CDS Violation,Arrest
803,2018-00043768,,,,,,DWI/DUI,Arrest
804,2018-00043867,,,,,,Vandalism,Investigation Pending
805,2018-00043937,,,,,,DWI/DUI,Arrest
806,2018-00043943,,,,,,Stolen Motor Vehicle,Arrest
807,2018-00044000,,,,,,Police Information,CBE
808,2018-00044015,,,,,,Theft,CBE
809,2018-00044105,,,,,,Injured/Sick Person,CBE
810,2018-00044141,,,,,,CDS Violation,Arrest
811,2018-00044155,,,,,,Other Incident,CBE
812,2018-00044448,,,,,,Warrant/Summons Service,Arrest
813,2018-00044527,,,,,,CDS Violation,Juvenile Arrest
814,2018-00044688,,,,,,CDS Violation,Arrest
815,2018-00044710,,,,,,DWI/DUI,Arrest
816,2018-00044884,,,,,,Accident - Departmental,CBE
817,2018-00044896,,,,,,DWI/DUI,Arrest
818,2018-00044898,,,,,,DWI/DUI,Arrest
819,2018-00044916,,,,,,Warrant/Summons Service,Arrest
820,2018-00044939,,,,,,CDS Violation,Arrest
821,2018-00044953,,,,,,Emergency Petition,CBE
822,2018-00045028,,,,,,Dept Property Damage/Loss,CBE
823,2018-00045064,,,,,,Theft,Investigation Pending
824,2018-00045114,,,,,,Dept Property Damage/Loss,CBE
825,2018-00045116,,,,,,Theft,Arrest
826,2018-00045220,,,,,,Injured/Sick Person,CBE
827,2018-00045247,,,,,,DWI/DUI,Arrest
828,2018-00045249,,,,,,DWI/DUI,Arrest
829,2018-00045429,,,,,,Injured/Sick Person,CBE
830,2018-00045485,,,,,,Theft,Arrest
831,2018-00045590,,,,,,DWI/DUI,Arrest
832,2018-00045593,,,,,,Warrant/Summons Service,Arrest
833,2018-00045608,,,,,,Dept Property Damage/Loss,CBE
834,2018-00045622,,,,,,Trespassing,Arrest
835,2018-00045758,,,,,,Disorderly Conduct,Arrest
836,2018-00045761,,,,,,Theft from Auto,Arrest
837,2018-00045948,,,,,,DWI/DUI,Arrest
838,2018-00046022,,,,,,Theft,Active/Pending
839,2018-00046037,,,,,,Title IX Incident Non Criminal,CBE
840,2018-00046184,,,,,,Damage to State Property,CBE
841,2018-00046211,,,,,,Disorderly Conduct,CBE
842,2018-00046304,,,,,,DWI/DUI,Arrest
843,2018-00046374,,,,,,Injured/Sick Person,CBE
844,2018-00046390,,,,,,Suspicious Person/Auto,CBE
845,2018-00046530,,,,,,Warrant/Summons Service,Arrest
846,2018-00046561,,,,,,Warrant/Summons Service,Arrest
847,2018-00046572,,,,,,Other Incident,CBE
848,2018-00046590,,,,,,Injured/Sick Person,CBE
849,2018-00046687,,,,,,Other Incident,CBE
850,2018-00046690,,,,,,Injured/Sick Person,CBE
851,2018-00046693,,,,,,Injured/Sick Person,CBE
852,2018-00046768,,,,,,CDS Violation,Arrest
853,2018-00046779,,,,,,Injured/Sick Person,CBE
854,2018-00046796,,,,,,Alcohol Violation,CBE
855,2018-00046801,,,,,,CDS Violation,Arrest
856,2018-00046870,,,,,,CDS Violation,Arrest
857,2018-00046884,,,,,,Injured/Sick Person,CBE
858,2018-00047015,,,,,,DWI/DUI,Arrest
859,2018-00047018,,,,,,CDS Violation,Arrest
860,2018-00047330,,,,,,Emergency Petition,CBE
861,2018-00047469,,,,,,Injured/Sick Person,CBE
862,2018-00047501,,,,,,Emergency Petition,CBE
863,2018-00047566,,,,,,DWI/DUI,Arrest
864,2018-00047687,,,,,,Damaged Property,CBE
865,2018-00047708,,,,,,Theft,Investigation Pending
866,2018-00047737,,,,,,DWI/DUI,Arrest
867,2018-00047879,,,,,,Warrant/Summons Service,Arrest
868,2018-00047948,,,,,,Weapon Violation,Arrest
869,2018-00048014,,,,,,Theft,Active/Pending
870,2018-00048020,,,,,,CDS Violation,Arrest
871,2018-00048022,,,,,,Other Incident,CBE
872,2018-00048032,,,,,,Warrant/Summons Service,Arrest
873,2018-00048131,,,,,,Warrant/Summons Service,Arrest
874,2018-00048302,,,,,,DWI/DUI,Arrest
875,2018-00048309,,,,,,DWI/DUI,Arrest
876,2018-00048386,,,,,,Damage to State Property,Active/Pending
877,2018-00048414,,,,,,Trespassing,Arrest
878,2018-00048478,,,,,,Warrant/Summons Service,Arrest
879,2018-00048535,,,,,,Damage to State Property,CBE
880,2018-00048611,,,,,,Accident,CBE
881,2018-00048714,,,,,,Warrant/Summons Service,Arrest
882,2018-00048716,,,,,,CDS Violation,Arrest
883,2018-00048859,,,,,,DWI/DUI,Arrest
884,2018-00048920,,,,,,Domestic (Title IX Related),CBE
885,2018-00048982,,,,,,Theft,Investigation Pending
886,2018-00049015,,,,,,DWI/DUI,Arrest
887,2018-00049024,,,,,,Theft,CBE
888,2018-00049110,,,,,,Injured Officer,CBE
889,2018-00049153,,,,,,Alcohol Violation,Arrest
890,2018-00049181,,,,,,CDS Violation,Arrest
891,2018-00049201,,,,,,Disorderly Conduct,Arrest
892,2018-00049320,,,,,,Accident - Departmental,CBE
893,2018-00049329,,,,,,Assist Other Agency,CBE
894,2018-00049331,,,,,,Injured/Sick Person,CBE
895,2018-00049346,,,,,,Injured Officer,CBE
896,2018-00049367,,,,,,CDS Violation,CBE
897,2018-00049390,,,,,,CDS Violation,Arrest
898,2018-00049399,,,,,,Injured/Sick Person,CBE
899,2018-00049405,,,,,,Disorderly Conduct,CBE
900,2018-00049410,,,,,,Injured/Sick Person,CBE
901,2018-00049432,,,,,,Damage to State Property,CBE
902,2018-00049436,,,,,,Injured/Sick Person,CBE
903,2018-00049461,,,,,,Injured Officer,CBE
904,2018-00049475,,,,,,Vandalism,Active/Pending
905,2018-00049486,,,,,,Injured/Sick Person,CBE
906,2018-00049506,,,,,,Emergency Petition,CBE
907,2018-00049509,,,,,,Injured/Sick Person,CBE
908,2018-00049519,,,,,,Injured/Sick Person,CBE
909,2018-00049521,,,,,,Injured/Sick Person,CBE
910,2018-00049523,,,,,,Injured/Sick Person,CBE
911,2018-00049556,,,,,,Dept Property Damage/Loss,Unfounded
912,2018-00049586,,,,,,Alcohol Violation,Arrest
913,2018-00049599,,,,,,CDS Violation,Arrest
914,2018-00049604,,,,,,Alcohol Violation,Arrest
915,2018-00049605,,,,,,Injured/Sick Person,CBE
916,2018-00049621,,,,,,Injured/Sick Person,CBE
917,2018-00049631,,,,,,Injured/Sick Person,CBE
918,2018-00049681,,,,,,Injured/Sick Person,CBE
919,2018-00049707,,,,,,Injured/Sick Person,CBE
920,2018-00049711,,,,,,Suicide,CBE
921,2018-00049731,,,,,,Assist Other Agency,Active/Pending
922,2018-00049786,,,,,,Theft,Investigation Pending
923,2018-00049839,,,,,,Theft,Investigation Pending
924,2018-00049840,,,,,,Theft,Investigation Pending
925,2018-00049845,,,,,,Assist Other Agency,CBE
926,2018-00049867,,,,,,Dept Property Damage/Loss,CBE
927,2018-00049868,,,,,,Theft,Investigation Pending
928,2018-00049895,,,,,,Theft,Investigation Pending
929,2018-00049917,,,,,,Traffic Offense,Warrant Issued
930,2018-00049919,,,,,,Injured/Sick Person,CBE
931,2018-00049934,,,,,,Injured/Sick Person,CBE
932,2018-00049991,,,,,,Damage to State Property,CBE
933,2018-00050015,,,,,,Injured/Sick Person,CBE
934,2018-00050043,,,,,,Theft,Investigation Pending
935,2018-00050056,,,,,,Theft,Active/Pending
936,2018-00050116,,,,,,Telephone/EMail Misuse,Investigation Pending
937,2018-00050122,,,,,,Check on the Welfare,CBE
938,2018-00050203,,,,,,Emergency Petition,CBE
939,2018-00050218,,,,,,Injured/Sick Person,CBE
940,2018-00050224,,,,,,CDS Violation,Arrest
941,2018-00050273,,,,,,DWI/DUI,Arrest
942,2018-00050299,,,,,,DWI/DUI,Arrest
943,2018-00050305,,,,,,Alcohol Violation,CBE
944,2018-00050316,,,,,,Warrant/Summons Service,Arrest
945,2018-00050319,,,,,,CDS Violation,Arrest
946,2018-00050321,,,,,,DWI/DUI,Arrest
947,2018-00050323,,,,,,DWI/DUI,Arrest
948,2018-00050324,,,,,,DWI/DUI,Arrest
949,2018-00050326,,,,,,DWI/DUI,Arrest
950,2018-00050414,,,,,,Suspicious Activity,CBE
951,2018-00050417,,,,,,Theft,Investigation Pending
952,2018-00050426,,,,,,Threat Assessment,CBE
953,2018-00050455,,,,,,Suspicious Activity,CBE
954,2018-00050457,,,,,,CDS Violation,CBE
955,2018-00050497,,,,,,Injured/Sick Person,CBE
956,2018-00050522,,,,,,Injured/Sick Person,CBE
957,2018-00050529,,,,,,Injured/Sick Person,CBE
958,2018-00050535,,,,,,Vandalism,Arrest
959,2018-00050569,,,,,,Theft,Active/Pending
960,2018-00050572,,,,,,Emergency Petition,CBE
961,2018-00050582,,,,,,Injured/Sick Person,CBE
962,2018-00050583,,,,,,Indecent Exposure,Arrest
963,2018-00050659,,,,,,CDS Violation,CBE
964,2018-00050670,,,,,,DWI/DUI,Arrest
965,2018-00050678,,,,,,Theft,Unfounded
966,2018-00050692,,,,,,Injured/Sick Person,CBE
967,2018-00050709,,,,,,Theft from Auto,Active/Pending
968,2018-00050765,,,,,,Hate Bias Incident,Investigation Pending
969,2018-00050798,,,,,,Assist Other Agency,CBE
970,2018-00050848,,,,,,CDS Violation,CBE
971,2018-00050853,,,,,,Injured/Sick Person,CBE
972,2018-00050854,,,,,,Injured/Sick Person,CBE
973,2018-00050859,,,,,,DWI/DUI,Arrest
974,2018-00050860,,,,,,Assist Other Agency,CBE
975,2018-00050861,,,,,,Suspicious Activity,CBE
976,2018-00050998,,,,,,Hate Bias Incident,Active/Pending
977,2018-00051026,,,,,,Injured/Sick Person,CBE
978,2018-00051033,,,,,,Injured/Sick Person,CBE
979,2018-00051045,,,,,,Assault,Investigation Pending
